咪咕,#genre#
杨凌综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5897
杨凌综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5900
杨凌综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5940
杨凌现代农业,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5698
杨凌现代农业,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5901
杨凌现代农业,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5941
彬州新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5982
淳化综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5986
长武综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5984
泾阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5899
泾阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5917
泾阳二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5988
礼泉新闻,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5978
礼泉影视,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5979
乾县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5977
三原综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5973
武功新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5898
兴平综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5975
兴平二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5976
旬邑综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5985
永寿综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5980
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5662
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5700
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5828
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5829
延安综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6044
延安公共,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5699
安塞综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5902
宝塔电视台,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5885
富县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5695
甘泉综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5904
黄陵综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5886
黄龙综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5916
洛川综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5908
吴起综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5910
延长综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5907
延川综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5889
宜川新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5909
子长综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5887
榆林新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5822
榆林新闻综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5823
榆林二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6337
定边综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6013
定边二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5993
府谷综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5891
府谷二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5992
横山综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5894
横山综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6000
横山二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6001
靖边综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5892
靖边二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5994
佳县综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5890
米脂综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5895
清涧综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5996
绥德综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5995
神木综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5694
神木综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5893
神木二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5991
吴堡综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6010
榆阳综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5852
榆阳二套,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5990
子洲综合,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5997
子洲综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6340
子洲综合HD,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6341
重温经典,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=5563
cctv1,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6308
凤凰中文,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6317
凤凰资讯,http://dp.sxtv.top:88/盗源可耻/sxgd.php?id=6320


银河v4,#genre#
CCTV-1 综合,http://58.248.112.203:8006/GD_CUCC/G_CCTV-1-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBVJJZNDYjNTYW0xrj2atp5krmovGfhet3wgtKVBhIbxM
CCTV-2 财经,http://58.248.112.203:8006/GD_CUCC/G_CCTV-2-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBa03tuFR%2Fdsya1OSO0Z1VDEEWNg5ICoftLE%2FdS9%2BOGL0
CCTV-3 综艺,http://58.248.112.203:8006/GD_CUCC/G_CCTV-3-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBewnOI0Q0FnH0j6ix%2FEuEE%2FlrAcxI6a6K3gCsE%2F0xqwv
CCTV-4 中文国际,http://58.248.112.203:8006/GD_CUCC/G_CCTV-4-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBRab8%2B23dyjcWftcVGhPU%2BNGwbxMCOQz1LvVoHJF7Vi%2F
CCTV-5 体育,http://58.248.112.203:8006/GD_CUCC/G_CCTV-5-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBSH%2Fdcga0ub9HyjSFJq4wMsikb7ADOVlWhn49oiB6V%2FG
CCTV-5⁺ 体育赛事,http://58.248.112.203:8006/GD_CUCC/G_CCTV-5PLUS-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBYdR%2FXUke9cnQAha7YFSVSe71iqwQ7l064%2Fcza9NPPzC
CCTV-6 电影,http://58.248.112.203:8006/GD_CUCC/G_CCTV-6-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBdDMxs6M4VqBOY3wzfYh5Zn70IXSXFRQUc4GqtZY1Coe
CCTV-7 国防军事,http://58.248.112.203:8006/GD_CUCC/G_CCTV-7-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBbnOCQoNESV2qWsAYbhnlDiyPV4eph4rJWQgnDXisMTe
CCTV-8 电视剧,http://58.248.112.203:8006/GD_CUCC/G_CCTV-8-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBYZxg8b1eRG7LTk8x07GrI44Cftlba08rT1Q6udDNxyt
CCTV-9 纪录,http://58.248.112.203:8006/GD_CUCC/G_CCTV-9-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBZc7OJ1GFY%2FDpyULoLmfNSfAKtWnnk8cjSV9zSUfQpeh
CCTV-10 科教,http://58.248.112.203:8006/GD_CUCC/G_CCTV-10-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBUsd9mij0JyOcibqYTdmWtJRAbL1Z1y%2FbfEZUJlg3Wvj
CCTV-11 戏曲,http://58.248.112.203:8006/GD_CUCC/G_CCTV-11-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBQtjk7PDi4fkN2nvO2gK27vcQcFLN2lXJ4FdJoL4kLn0
CCTV-12 社会与法,http://58.248.112.203:8006/GD_CUCC/G_CCTV-12-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBRtFGgShYCQQqFHAFhzmleoLMq0KIThiOUWH4ztNrd0k
CCTV-13 新闻,http://58.248.112.203:8006/GD_CUCC/G_CCTV-13-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBeUi4Thb7vkXG9wotcNmK%2FSEqT0xBi9U3gvduQFenMFz
CCTV-14 少儿,http://58.248.112.203:8006/GD_CUCC/G_CCTV-14-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBc44kHEGXWPeTdip0KbSgbcUS47HSY0WGvdsrttpfOO6
CCTV-15 音乐,http://58.248.112.203:8006/GD_CUCC/G_CCTV-15-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBYyPYgkCWBSIT3aCcBdsAjsuu6MyRrRs1cAsik3e8WER
CCTV-16 奥林匹克,http://58.248.112.203:8006/GD_CUCC/G_CCTV-16-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBVSIaGkZ%2BPhCYgvTlbbof9ehJWpxNEs6VzmrJ5uWaaFf
CCTV-17 农业农村,http://58.248.112.203:8006/GD_CUCC/G_CCTV-17-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBflsNSUvoRXJq9Dxabd45ul6sEw7jHEWykLtxlHY3hJu
CCTV-女性时尚,http://58.248.112.203:8006/GD_CUCC/G_NVXINGSS-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBT6%2FGriC8y3OKTsyZWzciYuOZhlv%2BatohiXupAmkA7ht
CETV-1,http://58.248.112.203:8006/GD_CUCC/G_CETV-1-HQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBfBTjPwd8%2BrlHZirjuzwIZ3c%2FLcithSTKnjnOtChNvhn
CETV-早期教育,http://58.248.112.203:8006/GD_CUCC/G_CETV-ZQJY-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBZgEcPJzku%2FK%2BhOejG8m3LLDzTKwBfpzpjpJgpyYO6Z%2F
黑龙江卫视,http://58.248.112.203:8006/GD_CUCC/G_HEILONGJIANG-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKoGO4sBlEXR27vS0rpENy%2BC90wzLcBzAblH7tEMBexot
吉林卫视,http://58.248.112.203:8006/GD_CUCC/G_JILIN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKqq%2B26rAMzWWYsNVrLLNbHmaARITnQlrumEMUf7cXEvC
辽宁卫视,http://58.248.112.203:8006/GD_CUCC/G_LIAONING-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKkRqeVO49Tnq6K%2BWCd0TWOv%2FGe21maMcczv29zbhzU5i
陕西卫视,http://58.248.112.203:8006/GD_CUCC/G_SHANXI-HQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKvTKKoI90D6zih8EBEVuISOoNd58%2BpeLvDCVqfR%2Bz2zC
北京卫视,http://58.248.112.203:8006/GD_CUCC/G_BEIJING-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKn6pFJlsKFX2elUkY7G9Wuaj1MVb5sXKFIg1u28lIJn0
纪实科教,http://58.248.112.203:8006/GD_CUCC/G_BEIJINGJS-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKlqqd8HLKWN9yv5NoaCSBtwn5c8oDbwHIxF8FZNpmYbI
天津卫视,http://58.248.112.203:8006/GD_CUCC/G_TIANJIN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKqessbbY33u5MnZnHCFZZTKedVHdYk5kh2CdQP7Xn4%2B6
河北卫视,http://58.248.112.203:8006/GD_CUCC/G_HEBEI-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKhpKSI6s6OLBtormwyqxqXAWWbd7WiLqjR4vnvi9bRwf
河南卫视,http://58.248.112.203:8006/GD_CUCC/G_HENAN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKpdyyWmwPpo0%2BOlJpyKTryJEbtG%2Bests7yU1uk2fPQyg
山东卫视,http://58.248.112.203:8006/GD_CUCC/G_SHANDONG-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKo%2BfIJoJ9xhIZtB7lTaNNRKhgu973cupNzXqrFaHpa4m
江苏卫视,http://58.248.112.203:8006/GD_CUCC/G_JIANGSU-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKu%2BuH8HDFS0PtokY11nWnf4qV6vyu%2BOKjQBSSKsQUVYE
东方卫视,http://58.248.112.203:8006/GD_CUCC/G_DONGFANG-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKvFI8ayEeoekFD8P08%2F7EXHQHvoSr2x4xkdtxQfHt6cg
安徽卫视,http://58.248.112.203:8006/GD_CUCC/G_ANHUI-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKpi6kJCQCoMejZ%2FjmEq59ETBeFztV3v%2BtvhPvprhMbo3
湖北卫视,http://58.248.112.203:8006/GD_CUCC/G_HUBEI-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKrg071ENwYSAZcO2GiGH9lI2lGOSb3j5CN1iPWx2HIq9
湖南卫视,http://58.248.112.203:8006/GD_CUCC/G_HUNAN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKn6FShWeUnbW0LuGMY6sAL8C%2BfCULxR%2FAC5HDljJd9K3
浙江卫视,http://58.248.112.203:8006/GD_CUCC/G_ZHEJIANG-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKtr3tmmw%2BL49D6e6Yw0TfYxu1Rs%2FVoWmP1ObIwtTG9QM
江西卫视,http://58.248.112.203:8006/GD_CUCC/G_JIANGXI-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKiFtNLUdun4aiq6hb34UOKdnmvR2PbgsfQI1rMAHU0ky
东南卫视,http://58.248.112.203:8006/GD_CUCC/G_DONGNAN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKg3sVbVN1ZTQKUpnK8xcf7x%2FCQE0V52YypyihQhUfLY5
四川卫视,http://58.248.112.203:8006/GD_CUCC/G_SICHUAN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKihysHnFVsdNiy%2FnVMuA%2F2uEYXiVeRF%2BucKv3Z40C7o4
重庆卫视,http://58.248.112.203:8006/GD_CUCC/G_CHONGQING-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKi5XA1hsd3RREgysPiqqJeQsy8aM7T7T6yS2xeSLQCNX
贵州卫视,http://58.248.112.203:8006/GD_CUCC/G_GUIZHOU-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKms5lc8HFQLTI9VPV%2F62TTvoUIVS7GXMM5XnqjLoqMGn
云南卫视,http://58.248.112.203:8006/GD_CUCC/G_YUNNAN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKsw5gpVWcejjhE1KHstDaBG5txDdXzjGOGT72Bx9wXfe
广东卫视,http://58.248.112.203:8006/GD_CUCC/G_GUANGDONG-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKvgbSbSCTYnboG1IAsnN%2B8SqEfgQMFPe4ummH0FzRlHZ
深圳卫视,http://58.248.112.203:8006/GD_CUCC/G_SHENZHEN-CQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKtBPUZJQRNJB5bOiIhhUc3e2OqQ5ejG4cfAiuU8Ka%2FSr
广西卫视,http://58.248.112.203:8006/GD_CUCC/G_GUANGXI-HQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKkIecLjXoLUiOhb4XqRrxOuvJ2bhovth1ZiNfRiDsRl0
海南卫视,http://58.248.112.203:8006/GD_CUCC/G_HAINAN-HQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKuHFzyLGvmSMltQzCpEgABbzTx6xqsUWMTeDo0%2FrycmR
三沙卫视,http://58.248.112.203:8006/GD_CUCC/G_SANSHA-HQ.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKn28G%2BWQkLi7Q1Mh845gzlZpk5pTBlduEA6C0mU%2FOMOo
纪实人文,http://58.248.112.203:8006/GD_CUCC/G_SHANGHAIJS-HD.m3u8?Authinfo=F8UQ%2BEevMmd%2FnekE5YOOKj2XjEQPCgsjHTwYM82OKTALPIQT5K8kr81olsEefKQX

重庆有线,#genre#
CCTV1综合,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv1
CCTV2财经,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv2
CCTV3综艺,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv3
CCTV4中文国际,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv4
CCTV5体育,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv5
CCTV5+体育赛事,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv5p
CCTV6电影,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv6
CCTV7国防军事,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv7
CCTV8电视剧,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv8
CCTV9纪录,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv9
CCTV10科教,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv10
CCTV11戏曲,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv11
CCTV12社会与法,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv12
CCTV13新闻,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv13
CCTV14少儿,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv14
CCTV15音乐,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv15
CCTV16奥林匹克,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv16
CCTV17农业农村,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv17
CCTV4K 高清,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cctv4k
CCTV兵器科技,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=bqkj
CCTV第一剧场,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=dyjc
CCTV怀旧剧场,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hjjc
CCTV风云剧场,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=fyjc
CCTV风云音乐,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=fyyy
CCTV风云足球,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=fyzq
CCTV央视文化精品,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=whjp
CCTV女性时尚,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=nxss
CCTV高尔夫网球,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=gefwq
CCTV央视台球,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=ystq
CCTV央广购物,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=yggw
CCTV中视购物,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zsgw
中学生,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zxs
发现之旅,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=fxzl
老故事,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=lgs
书画,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=sh
中国天气,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zgtq
CGTN,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cgtn
CETV1中教1台,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cetv1
CETV4中教4台,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cetv4
CETV早期教育,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zqjy
CHC高清电影,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=chcgq
CHC动作电影,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=chcdz
CHC家庭影院,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=chcjt
北京卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=bjws
东方卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=dfws
天津卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=tjws
重庆卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqws
黑龙江卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hljws
吉林卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jlws
辽宁卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=lnws
内蒙古卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=nmws
宁夏卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=nxws
青海卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=qhws
河北卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hbws
山西卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=sxiws
安徽卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=ahws
河南卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hnws
湖北卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hubws
湖南卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hunws
江西卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jxws
江苏卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jsws
浙江卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zjws
东南卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=dnws
广东卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=gdws
深圳卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=szws
广西卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=gxws
云南卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=ynws
贵州卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=gzws
四川卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=scws
新疆卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=xjws
兵团卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=btws
西藏卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=xzws
海南卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hinws
三沙卫视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=ssws
北京纪实科教,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=bjjskj
北京卡酷,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=bjkk
中华特产,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zhtc
生态环境,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=sthj
四海钓鱼,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=shdy
车迷频道,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cmpd
百姓健康,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=bxjk
环球奇观,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hqqg
环球旅游,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hqly
优优宝贝,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=yybb
聚鲨环球精选,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jshwjx
东方财经,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=dfcj
欢笑剧场,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hxjc
都市剧场,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=dsjc
魅力足球,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=mlxq
动漫秀场,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=dmxc
游戏风云,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=yxfy
生活时尚,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=shss
法治天地,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=fztd
金色学堂,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jsxt
重庆新闻,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqxw
重庆科教,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqkj
重庆影视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqys
重庆文体娱乐,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqwtyl
重庆少儿,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqse
重庆时尚生活,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqsssh
重庆新农村,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqxnc
重庆社会与法,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqshyf
重庆移动,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqyd
重庆汽摩,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cqqm
重广融媒,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cgrm
爱看导视,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=akds
合川综合,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=hczh
长寿综合,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cszh
酉阳综合,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=yyzh
云阳综合,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=yunyzh
铜梁综合,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=tlzh
家有购物,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jygw
新动漫,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=xdm
证券服务,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=zqfw
山东教育,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=sdjy
收藏天下,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=sctx
国学频道,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=gxpd
快乐垂钓,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=klcd
金鹰卡通,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=jykt
先锋乒羽,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=xfpy
风尚购物,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=fsgw
财富天下,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cftx
天元围棋,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=tywq
摄影频道,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=sypd
求索纪录,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=qsjl
重温经典,http://dp.sxtv.top:88/盗源可耻/cqyx.php?id=cwjd


亦非云,#genre#
